TDWG_name,TDWG_code,TDWG_L2,TDWG_continent,Country,Plants,Ants,Amphibians,Reptiles,Fish,Birds,Mammals,Spiders,GeodAREA,mainl,COASTAL,DistMainl,popdens2000,GDPpcRegion,bio_1_MEAN,bio_12_MEAN,LAT,LON,mean_110_plants,completeness_ants,mean_110_amphs,mean_110_mammals,mean_110_birds
Santa_Catarina,84_BZS_SC,84,America_S,Brazil,230,7,NA,NA,8,3,11,6,94817.83357,MAINL,1,NA,54.998666,10255,173.3290579,1669.556734,-27.24814792,-50.48760737,15.23774992,92.5,7.449622967,0.497383483,14.03944762
Cabinda,23_CAB_OO,23,Africa,Angola,NA,NA,NA,NA,NA,1,6,NA,6981.714896,MAINL,1,NA,31.12761574,NA,247.1530115,1073.948183,-5.041229577,12.46228731,9.06197883,NA,6.143896791,9.143896791,4.071948396
Central_African_Republic,23_CAF_OO,23,Africa,Central_African_Republic,57,1,0,1,5,0,6,NA,618575.1323,MAINL,0,NA,5.953591829,456.6,248.9981141,1367.884122,6.571447681,20.48276784,2.551068811,84,0.266102279,0.943831606,1.07445747
California,76_CAL_OO,76,America_N,USA,1753,25,9,16,29,35,23,39,407759.0096,MAINL,1,NA,81.51516608,44046,136.3018011,543.3102782,37.23999046,-119.5874549,84.38193096,100,79.19042699,75.65263995,93.80235424
Cayman_Is.,81_CAY_OO,81,America_S,Cayman_Islands,218,8,1,8,1,7,8,NA,306.3884687,ISL,1,487474.7726,103.9246478,58857,264.0379404,1335.680217,19.431525,-80.82909683,NA,NA,NA,NA,NA
Cambodia,41_CBD_OO,41,Asia_Trop,Cambodia,NA,5,0,2,13,2,6,NA,182007.3224,MAINL,1,NA,70.15895949,782.7,267.2878377,1782.165876,12.7140315,104.9212402,1.277263219,44.7,3.66808582,3.040430623,16.76316739
Chagos_Archipelago,29_CGS_OO,29,Africa,United_Kingdom,130,9,0,1,NA,6,3,NA,104.4548233,ISL,1,1589915.149,0,NA,273.1666667,2482.391667,-7.081251358,72.28982913,NA,NA,NA,NA,32.08333333
Chad,24_CHA_OO,24,Africa,Chad,278,NA,NA,NA,1,1,6,NA,1271887.647,MAINL,0,NA,6.501648147,736,269.2694787,315.3229441,15.3611377,18.66460375,0.417540197,58.6,0.135972581,0.841070588,0.586897441
Chongqing,36_CHC_CQ,36,Asia_Temp,China,58,NA,NA,NA,NA,1,5,NA,81853.16096,MAINL,0,NA,371.5978694,10398.98,155.7836789,1224.902478,30.0572387,107.8677783,0.838146135,NA,26.22589831,5.992835247,4.583074858
Guizhou,36_CHC_GZ,36,Asia_Temp,China,227,2,NA,NA,NA,1,5,1,176005.1345,MAINL,0,NA,202.5514099,3127,154.5983615,1198.713358,26.80880303,106.8705846,0.218926629,63.6,19.34926443,0.693656968,0.966900628
Hubei,36_CHC_HU,36,Asia_Temp,China,196,4,NA,NA,NA,1,5,1,185939.4534,MAINL,0,NA,319.3186718,6590,151.0699623,1164.220791,30.97345725,112.2608687,0.496036047,96.3,11.13849294,1.18099084,3.833635242
Sichuan,36_CHC_SC,36,Asia_Temp,China,250,5,NA,NA,NA,1,5,6,481010.7179,MAINL,0,NA,171.464489,10398.98,84.00557109,898.9237554,30.5883367,102.739738,8.475123327,94.4,35.55998392,4.552826356,8.00372224
Yunnan,36_CHC_YN,36,Asia_Temp,China,395,10,NA,NA,NA,1,4,6,383137.2633,MAINL,0,NA,111.0953667,3711,154.4052594,1137.382393,24.97668132,101.486931,7.873484807,96.9,19.34067994,3.97153689,5.059473249
Hainan,36_CHH_OO,36,Asia_Temp,China,244,6,NA,NA,NA,1,6,6,34026.08505,ISL,1,19785.92724,218.9199196,7746.07,240.3740114,1484.334774,19.20103623,109.7420098,0.663646711,74.1,59.98532741,0.000586904,0
Nei_Mongol,36_CHI_NM,36,Asia_Temp,China,145,NA,NA,NA,NA,2,5,NA,1150936.868,MAINL,0,NA,20.62029233,7295.74,31.51814176,298.3222111,44.06270526,113.8562748,0.141062211,73.3,7.871396399,1.308362199,2.153970637
Ningxia,36_CHI_NX,36,Asia_Temp,China,109,1,NA,NA,NA,1,4,NA,51938.57218,MAINL,0,NA,106.3998646,7295.74,77.09801806,307.7158424,37.27292648,106.1541306,1.21318593,85,11.05645777,1.123509594,0.744926697
Heilongjiang,36_CHM_HJ,36,Asia_Temp,China,151,1,NA,NA,NA,1,5,NA,451488.88,MAINL,1,NA,80.23840468,6395,8.454532438,553.5969856,47.86654263,127.7523268,0.147493445,81.3,9.271978407,2.031010202,3.988035545
Jilin,36_CHM_JL,36,Asia_Temp,China,134,NA,NA,NA,NA,2,5,1,191812.5018,MAINL,1,NA,140.4800804,7459,39.27333496,626.4132717,43.67329592,126.1869423,0.221846691,77.8,13.79504251,0.473134099,1.45310228
Liaoning,36_CHM_LN,36,Asia_Temp,China,155,1,NA,NA,NA,2,4,1,146956.4019,MAINL,1,NA,284.3593454,9974,76.06884912,699.7952767,41.29775538,122.6120578,0.277741245,88,11.72378542,0.071126299,6.095897225
Beijing,36_CHN_BJ,36,Asia_Temp,China,123,1,NA,NA,NA,2,4,1,16551.12541,MAINL,0,NA,823.5663909,17006,99.4689223,558.8738249,40.17519956,116.405373,4.130209624,88.9,5.850144778,2.127325374,9.659315378
Gansu,36_CHN_GS,36,Asia_Temp,China,148,1,NA,NA,NA,1,4,NA,380454.5264,MAINL,0,NA,65.49789271,7295.74,58.66668748,306.8589996,37.73762835,101.2225229,1.158800825,95.8,23.25186056,0.960882882,5.058927205
Hebei,36_CHN_HB,36,Asia_Temp,China,193,NA,NA,NA,NA,2,4,2,186867.5447,MAINL,0,NA,359.6860416,6702,90.96733681,504.1196717,39.53587817,116.1131205,0.904934728,90,7.484907951,0.746598833,8.63349925
Shaanxi,36_CHN_SA,36,Asia_Temp,China,164,3,NA,NA,NA,1,4,2,203526.6201,MAINL,0,NA,174.2634249,6408,105.4184727,652.7318067,35.15820129,108.8611469,0.458872093,97.4,15.67733451,0.486392295,2.700658065
Shandong,36_CHN_SD,36,Asia_Temp,China,176,6,NA,NA,NA,2,4,2,155433.7859,MAINL,1,NA,578.2976751,9658,130.0389087,672.2437225,36.34580724,118.1392236,0.043073715,88.9,3.691086666,0.155235168,3.061021353
Shanxi,36_CHN_SX,36,Asia_Temp,China,137,NA,NA,NA,NA,2,4,NA,156207.9291,MAINL,0,NA,208.9667119,6086,79.130438,509.2012497,37.56877352,112.2850082,0.111767098,41.7,9.367923624,1.139479555,1.403815317
Tianjin,36_CHN_TJ,36,Asia_Temp,China,86,NA,NA,NA,NA,2,4,1,11266.89176,MAINL,1,NA,861.3469134,16788,120.806322,552.0935303,39.28387049,117.3080464,0.062459401,NA,0,0,0.21577548
Qinghai,36_CHQ_OO,36,Asia_Temp,China,118,1,NA,NA,NA,1,5,NA,734153.8179,MAINL,0,NA,7.021445223,5671,-21.00357305,294.7405979,35.77342914,96.04684807,4.942628217,82.4,21.39278558,0.736919534,2.504151641
Anhui,36_CHS_AH,36,Asia_Temp,China,184,2,NA,NA,NA,2,5,2,140127.1009,MAINL,0,NA,424.0883761,4905,155.8505189,1122.035172,31.82003385,117.2273851,0.043860127,78,11.88287684,0.203064118,5.221667317
Fujian,36_CHS_FJ,36,Asia_Temp,China,312,10,NA,NA,NA,3,6,3,120787.0885,MAINL,1,NA,266.189027,9434,182.3562275,1673.027663,26.0753818,117.9675578,0.619405981,78.1,15.88821126,6.478698662,4.914855674
Guangdong,36_CHS_GD,36,Asia_Temp,China,387,15,NA,NA,NA,3,6,5,176505.1867,MAINL,1,NA,502.065409,5248.93,210.8093204,1689.871669,23.34847412,113.4101728,1.026934057,90.4,13.99776737,1.458956904,8.097566625
Guangxi,36_CHS_GX,36,Asia_Temp,China,303,12,NA,NA,NA,2,6,3,236531.8287,MAINL,1,NA,186.1618842,4908,202.0115171,1512.322532,23.83116833,108.7855299,1.168986389,87.5,13.00649215,0.470209254,0.738826041
Henan,36_CHS_HE,36,Asia_Temp,China,171,4,NA,NA,NA,2,5,NA,166030.0341,MAINL,0,NA,553.0589277,5805,141.7225558,750.0872946,33.87827834,113.6069562,0.086735693,97.7,6.484476048,0,1.369047364
Hong_Kong,36_CHS_HK,36,Asia_Temp,China,167,11,0,3,8,26,11,2,1061.389794,MAINL,0,NA,4962.003738,32550.1,222.3597923,2107.62908,22.37770246,114.1129083,NA,NA,NA,NA,NA
Hunan,36_CHS_HN,36,Asia_Temp,China,201,7,NA,NA,NA,2,5,4,210987.4762,MAINL,0,NA,302.2529665,5771,166.8496343,1437.934065,27.61617559,111.702058,1.405577859,98.4,5.476464533,0.179922688,3.07982047
Jiangsu,36_CHS_JS,36,Asia_Temp,China,234,3,NA,NA,NA,2,5,NA,99527.62073,MAINL,1,NA,702.2621835,12446,148.5225284,929.1092862,32.97741605,119.4393083,0.182924623,73.8,14.04928763,1.191972228,8.318268605
Jiangxi,36_CHS_JX,36,Asia_Temp,China,212,2,NA,NA,NA,3,6,3,167628.4743,MAINL,0,NA,243.3194807,5008,176.9559444,1571.934481,27.61682537,115.7152356,0.454972557,58.6,7.603640416,0.131423731,1.009694488
Kin-Men,36_CHS_KI,36,Asia_Temp,China,NA,NA,NA,NA,NA,2,6,NA,171.8773789,ISL,1,9378.110612,494.3971461,NA,217.0909091,989.8045455,24.44164825,118.3653615,NA,NA,0,0,0
Macau,36_CHS_MA,36,Asia_Temp,China,83,4,0,0,NA,1,5,NA,6.806896312,MAINL,0,NA,35021.46392,53046,227.6,1815.1,22.1995404,113.5449681,NA,NA,NA,NA,NA
Ma-tsu-Pai-chÀan,36_CHS_MP,36,Asia_Temp,China,NA,NA,NA,NA,NA,1,6,NA,30.6630873,ISL,1,12763.69489,49.90144936,NA,189.25,1331.2,26.18449867,119.9594503,NA,NA,0,0,0
Shanghai,36_CHS_SH,36,Asia_Temp,China,94,3,NA,NA,NA,2,4,1,5884.601488,MAINL,1,NA,2695.68606,17622,160.0870541,1043.929284,31.17169808,121.4132633,NA,NA,8.599401347,2.674482415,6.564230481
Zhejiang,36_CHS_ZJ,36,Asia_Temp,China,229,9,NA,NA,NA,2,4,4,99911.38177,MAINL,1,NA,440.2019144,12032,161.6282334,1558.272465,29.16724629,120.060059,0.666609422,93.3,14.8077002,1.204428522,0.931283735
Tibet,36_CHT_OO,36,Asia_Temp,China,151,1,NA,NA,NA,1,4,1,1133792.991,MAINL,0,NA,2.374040801,3986,-24.44032821,293.6810998,31.712301,88.11841654,4.914727739,98.4,8.842054511,1.922603523,5.355342238
Xinjiang,36_CHX_OO,36,Asia_Temp,China,161,NA,1,NA,3,2,5,NA,1631778.294,MAINL,0,NA,11.42405936,5883,51.97136616,106.8547311,41.12316666,85.25096208,1.020626874,95.2,3.751495048,0.988092049,1.79717731
Cocos_(Keeling)_Is.,42_CKI_OO,42,Asia_Trop,Cocos_(Keeling)_Islands,58,11,0,3,NA,1,1,NA,28.73739314,ISL,1,1653818.206,7.357715387,41107.48,265.8157895,1940.342105,-12.17188243,96.85559708,NA,NA,NA,NA,NA
Biobio,85_CLC_BI,85,America_S,Chile,319,1,NA,NA,10,3,11,2,35990.2849,MAINL,1,NA,48.58771918,8324,111.1803142,1334.926159,-37.17970894,-72.26743353,23.07945858,NA,27.41889476,42.83063933,73.97187464
Coquimbo,85_CLC_CO,85,America_S,Chile,180,1,NA,NA,4,3,10,2,39500.89354,MAINL,1,NA,14.77464053,9485,96.22176756,148.2203288,-30.62526311,-70.88652,13.56022305,NA,19.22681241,34.07954036,59.31918909
La_Araucania,85_CLC_LA,85,America_S,Chile,301,1,NA,NA,4,3,11,NA,32651.2719,MAINL,1,NA,25.95160073,NA,101.4119123,1555.618043,-38.62280503,-72.24781466,20.97923333,NA,47.75821871,51.41405045,73.42875059
Maule,85_CLC_MA,85,America_S,Chile,278,1,NA,NA,7,3,11,1,30559.12655,MAINL,1,NA,31.74287017,7285.92,109.3389296,919.4310743,-35.62015061,-71.44928597,23.2956203,NA,29.02192832,28.7993787,53.04591242
OãHiggins,85_CLC_OH,85,America_S,Chile,NA,NA,NA,NA,4,3,10,NA,15858.3796,MAINL,1,NA,49.16784916,10985,116.0833185,723.8732363,-34.4434151,-71.04813298,21.64401415,NA,22.86285025,17.18291102,59.05693346
Santiago,85_CLC_SA,85,America_S,Chile,299,1,NA,NA,9,3,10,2,15828.96234,MAINL,0,NA,387.1437805,14873.59,100.6827088,492.2966591,-33.61157321,-70.64335484,28.14551118,NA,29.93814898,19.88817156,59.10108352
Valparaiso,85_CLC_VA,85,America_S,Chile,311,6,NA,NA,8,3,10,NA,16066.64276,MAINL,1,NA,95.18601614,9908,119.1715389,376.1824958,-32.7937111,-70.97797856,10.34669493,NA,14.34684988,35.03264628,81.03219722
Colombia,83_CLM_OO,83,America_S,Colombia,296,19,2,1,36,6,10,12,1135625.489,MAINL,1,NA,36.76898042,7534.48,245.8377386,2670.69802,3.899940025,-73.07536004,20.8701313,99,12.13128423,10.07408632,24.41879431
Antofagasta,85_CLN_AN,85,America_S,Chile,92,NA,NA,NA,1,2,9,4,124575.0972,MAINL,1,NA,3.943090359,42173.79,119.1089778,20.49371791,-23.46957094,-69.11992217,5.82130354,NA,3.582002406,6.0299017,20.49550303
Atacama,85_CLN_AT,85,America_S,Chile,113,NA,NA,NA,0,2,10,1,77956.18686,MAINL,1,NA,3.293847385,18565,95.26505424,44.13465087,-27.36817479,-69.90115182,6.576255961,NA,24.92645122,17.94314198,29.94526086
Tarapaca,85_CLN_TA,85,America_S,Chile,99,NA,NA,NA,0,1,9,1,57065.64795,MAINL,1,NA,7.403107175,17194.36,110.5536176,78.45755363,-19.70296898,-69.47903129,6.995610638,NA,1.44963627,3.994889822,34.72876998
Aisen,85_CLS_AI,85,America_S,Chile,59,NA,NA,NA,8,1,12,NA,76671.29567,MAINL,1,NA,1.01814395,9344.71,66.82674258,1981.780357,-46.28323301,-73.3600189,5.318175092,NA,17.16174162,17.27593235,29.47877393
Los_Lagos,85_CLS_LL,85,America_S,Chile,272,1,NA,NA,10,2,12,1,61314.77344,MAINL,1,NA,17.41206181,6438,94.11531294,1965.364784,-41.32767266,-72.87384001,12.38544426,100,22.15018743,37.8602717,58.56160177
Magellanes,85_CLS_MG,85,America_S,Chile,141,1,NA,NA,6,1,15,1,102740.9464,MAINL,1,NA,1.183711509,12004.52,54.7489731,1529.17258,-52.60010916,-71.70267714,9.637477842,NA,0.90465176,6.884538754,28.40571811
Cameroon,23_CMN_OO,23,Africa,Cameroon,296,6,0,1,3,0,6,3,464799.9248,MAINL,1,NA,31.76042612,1742.69,242.8508563,1643.61148,5.685796322,12.74325047,18.51228826,91.6,13.42884212,4.639317633,8.893350034
Connecticut,75_CNT_OO,75,America_N,USA,1109,2,1,2,5,6,7,8,12844.37342,MAINL,1,NA,260.8719415,56193,91.88779951,1212.773148,41.62574308,-72.72758095,100,100,NA,NA,NA
Canary_Is.,21_CNY_OO,21,Africa,Spain,548,23,3,8,NA,12,15,14,7521.101562,ISL,1,97109.19583,201.1212193,27332.01,175.776362,286.6679041,28.33813028,-15.67748558,43.76429665,100,0,37.17804667,53.46516854
Colorado,73_COL_OO,73,America_N,USA,588,3,1,1,9,7,11,10,271032.6308,MAINL,0,NA,15.97425025,43819,63.99277082,434.2335047,38.99914653,-105.5337039,37.65106439,100,38.9942132,60.36635407,90.84706597
Comoros,29_COM_CO,29,Africa,Comoros,3,31,0,7,1,9,6,4,1724.22151,ISL,1,295128.282,301.2994798,NA,227.0692829,2077.72093,-11.89337767,43.67623201,NA,100,NA,NA,NA
Mayotte,29_COM_MA,29,Africa,Comoros,NA,NA,0,1,NA,9,12,NA,449.4247412,ISL,1,477113.1763,304.0138955,NA,254.108209,1268.73694,-12.81835006,45.13926174,NA,NA,NA,NA,NA
Congo,23_CON_OO,23,Africa,Congo,56,2,NA,NA,9,0,7,NA,344043.6052,MAINL,1,NA,10.00509226,2183.4,245.0303472,1654.783407,-0.840074754,15.22427245,4.073660401,65.8,3.117331019,2.779631166,4.067648391
Cook_Is.,61_COO_OO,61,Pacific,Cook_Islands,747,21,0,14,3,3,8,8,201.042446,ISL,1,4542747.551,64.73903556,NA,243.0967742,2016.112903,-20.68746738,-158.7919122,NA,NA,NA,NA,89
Corse,12_COR_OO,12,Europe,France,397,2,NA,NA,NA,1,19,5,8783.023839,ISL,1,87691.71368,28.53734329,31299.3,127.59473,727.1301539,42.15818981,9.105312296,NA,100,53.61169087,23.22557471,43.29718693
Costa_Rica,80_COS_OO,80,America_S,Costa_Rica,280,17,2,7,10,2,7,12,51064.22465,MAINL,1,NA,76.46601651,9939.32,234.8860899,2970.630093,9.970483318,-84.18900416,91.45120487,97.8,55.12436053,50.62881705,88.0957228
Clipperton_I.,80_CPI_CL,80,America_S,France,8,2,0,1,NA,0,1,NA,7.363246352,ISL,1,1081463.374,0,NA,268.875,193.875,10.29770781,-109.2192906,NA,NA,NA,NA,NA
Cocos_I.,80_CPI_CO,80,America_S,Cocos_I.,NA,12,NA,NA,NA,1,1,NA,22.41341728,ISL,1,492916.1703,0,NA,264,2616,5.532120491,-87.0638179,NA,NA,NA,NA,NA
Malpelo_I.,80_CPI_MA,80,America_S,Malpelo_I.,NA,NA,NA,NA,NA,0,0,NA,2.266681968,ISL,1,364659.1344,0,NA,253,1845.333333,3.991397295,-81.60422405,NA,NA,NA,NA,NA
Eastern_Cape_Province,27_CPP_EC,27,Africa,South_Africa,601,3,NA,NA,8,7,16,2,170097.2833,MAINL,1,NA,39.59257724,6975.41,158.2067876,584.8399704,-32.14219133,26.46715497,64.86216307,100,17.06084665,11.25736196,57.62326155
Northern_Cape_Province,27_CPP_NC,27,Africa,South_Africa,389,1,NA,NA,2,5,10,NA,362351.2324,MAINL,1,NA,2.383913249,6975.41,175.4510768,236.2220767,-29.52566363,21.34693074,41.86250066,100,14.86951431,12.04247025,64.66824488
Western_Cape_Province,27_CPP_WC,27,Africa,South_Africa,551,3,NA,NA,11,9,16,4,129047.5468,MAINL,1,NA,33.19355346,6975.41,161.8833766,363.2146673,-33.01162095,20.61422584,84.58957855,100,37.84411055,15.29242858,88.75449224
Caprivi_Strip,27_CPV_OO,27,Africa,Namibia,NA,NA,NA,NA,0,2,6,NA,20090.93376,MAINL,0,NA,5.674585794,NA,218.4423147,598.5944402,-17.92034394,23.25700383,28.32099264,NA,22.80090773,28.05247802,43.24249301
Micronesia_Federated_States,62_CRL_MF,62,Pacific,Micronesia_Federated_States,NA,29,1,5,2,5,10,NA,770.2463572,ISL,1,1926541.821,82.02577349,NA,268.9393605,4490.270121,7.095832651,154.8281847,NA,NA,NA,NA,0
Palau,62_CRL_PA,62,Pacific,Palau,NA,26,1,4,5,7,11,4,511.2788911,ISL,1,1815950.462,28.80139884,9004.6,273.5172414,3506.967159,7.3881454,134.4839158,NA,NA,100,50,85
Crozet_Is.,90_CRZ_OO,90,Antarctic,France,59,NA,NA,NA,NA,0,4,NA,353.579768,ISL,1,2379128.063,0,31299.3,46.50166667,2393.416667,-46.34319821,51.61850122,NA,NA,NA,NA,0
Chita,30_CTA_OO,30,Asia_Temp,Russia,22,NA,NA,NA,NA,1,5,NA,431835.4579,MAINL,0,NA,2.998290174,8699.15,-53.31326068,408.7831963,52.8406914,116.2008257,0.041365066,NA,0.733792405,1.329946321,4.407016212
Chatham_Is.,51_CTM_OO,51,Australasia,New_Zealand,425,NA,NA,NA,1,16,8,1,705.3749442,ISL,1,2870270.712,0.650471078,33394.1,112.4683099,933.1505282,-43.95966231,-176.5029737,NA,NA,NA,NA,NA
Cuba,81_CUB_OO,81,America_S,Cuba,542,25,1,6,16,13,28,15,109977.7393,ISL,1,199159.9073,99.27624372,5702,250.4276741,1328.684941,21.62012559,-79.03522543,9.459073709,95.5,24.14076656,13.00563397,34.99927032
Cape_Verde,21_CVI_OO,21,Africa,Cape_Verde,94,6,1,3,NA,6,6,2,3525.23985,ISL,1,570652.3933,109.38992,3413.3,217.0263588,254.3072078,15.98732287,-24.10306511,NA,NA,NA,0,12.92556317
Cyprus,34_CYP_OO,34,Asia_Temp,Cyprus,143,5,0,2,13,2,9,NA,9258.82162,ISL,1,71464.86749,82.22321411,30438.9,178.4752927,515.135016,35.04300313,33.21867825,NA,100,NA,NA,NA
Czech_Republic,11_CZE_CZ,11,Europe,Czech_Republic,249,NA,0,2,18,4,16,15,78751.63077,MAINL,0,NA,130.4851696,23394.38,73.55211094,663.2972992,49.74303445,15.33833451,51.28374046,100,19.9724973,27.0807269,67.70085597
Slovakia,11_CZE_SL,11,Europe,Slovakia,162,NA,0,1,17,2,12,11,48936.27098,MAINL,0,NA,110.4622606,19288.38,76.65196078,746.0723097,48.71130651,19.50871249,17.01021996,100,19.14816235,37.02294164,60.01737757
Delaware,78_DEL_OO,78,America_N,USA,748,1,0,1,4,7,7,6,5069.399875,MAINL,1,NA,151.901476,41541,126.8795577,1094.083454,38.99814067,-75.51281006,21.82684417,91.7,65.0314937,38.00629874,96
Denmark,10_DEN_OO,10,Europe,Denmark,430,NA,1,1,10,4,13,9,42958.66053,MAINL,1,NA,118.5763361,33716.83,77.6578075,707.5920324,55.96231824,10.05081371,94.16035211,100,55.18461538,53.28038433,88.13885486
Djibouti,24_DJI_OO,24,Africa,Djibouti,42,NA,0,1,NA,1,6,NA,21434.29387,MAINL,1,NA,27.17669672,1353,280.5091989,172.0853482,11.7498223,42.57794604,0.977748621,NA,5.940392953,0.114526776,0.632045623
Dominican_Republic,81_DOM_OO,81,America_S,Dominican_Republic,65,19,2,6,10,12,8,12,48417.03903,ISL,1,561857.7782,168.4800361,5295.4,240.0623077,1366.496472,18.89309066,-70.48543965,29.64905153,NA,78.26844584,55.70551297,71.95308893
Desventurados_Is.,85_DSV_OO,85,America_S,Chile,NA,NA,0,0,NA,0,2,NA,6.00277308,ISL,1,871979.9555,0,NA,156,166,-26.31159104,-79.9604038,NA,NA,NA,NA,NA
East_Aegean_Is.,34_EAI_OO,34,Asia_Temp,East_Aegean_Is.,NA,7,NA,NA,NA,1,11,NA,5596.567143,ISL,1,6229.863548,61.2707083,NA,168.5389563,722.5649272,37.77924814,26.7956822,NA,NA,25,0,14
Easter_Is.,61_EAS_OO,61,Pacific,Chile,NA,11,0,2,NA,5,4,11,188.9821673,ISL,1,3219685.056,0,12526.56,201.212,1145.664,-27.11727498,-109.3158806,NA,NA,NA,NA,NA
Ecuador,83_ECU_OO,83,America_S,Ecuador,595,12,1,2,3,4,8,9,247904.9361,MAINL,1,NA,49.07902171,5520,208.6953545,2037.137322,-1.452910023,-78.39320695,71.37345752,98.9,40.55003303,22.68299128,49.90879519
Egypt,20_EGY_OO,20,Africa,Egypt,179,12,0,2,4,5,4,2,926261.6253,MAINL,1,NA,71.09309413,4340.46,221.4002544,12.36512478,26.35781078,29.5313701,1.24906262,88.6,16.80617461,14.33931485,6.232002034
Arunachal_Pradesh,40_EHM_AP,40,Asia_Trop,India,282,4,NA,NA,NA,1,2,NA,82030.38929,MAINL,0,NA,14.84962594,3650,144.8970352,1857.529565,28.03303338,94.66391147,0.904914428,95.2,5.673892589,5.318211169,15.59266092
Bhutan,40_EHM_BH,40,Asia_Trop,Bhutan,NA,2,0,1,23,1,5,NA,39851.17414,MAINL,0,NA,50.42029743,2201.3,100.7893612,1557.668448,27.41546005,90.42944584,7.505940485,46.3,0.461550207,6.417193136,30.29271086
Darjiling,40_EHM_DJ,40,Asia_Trop,India,NA,NA,NA,NA,NA,0,2,NA,3058.053083,MAINL,0,NA,309.6437658,NA,198.9722708,2977.135648,26.95998536,88.53606433,NA,NA,0,2.911316513,0.971271546
Sikkim,40_EHM_SI,40,Asia_Trop,India,302,6,NA,NA,NA,1,2,NA,7276.306679,MAINL,0,NA,73.94132997,5645,64.04888239,1217.370796,27.56360331,88.46613051,9.132263717,92,3.638186756,11.57572592,12.9540422
El_Salvador,80_ELS_OO,80,America_S,El_Salvador,NA,6,0,2,7,2,7,2,20585.09822,MAINL,1,NA,303.1124233,6167.54,243.6825006,1838.696222,13.73614152,-88.86559446,37.61693465,56.3,68.24082301,43.30851064,81.59235445
Equatorial_Guinea,23_EQG_OO,23,Africa,Equatorial_Guinea,187,3,0,1,NA,0,7,1,24894.07765,MAINL,1,NA,12.86636491,16611.5,232.3564788,2212.791039,1.567921819,10.47599001,33.34088057,41.7,10.6830423,1.06888744,20.53874919
Eritrea,24_ERI_OO,24,Africa,Eritrea,65,NA,0,3,2,1,5,NA,121034.946,MAINL,1,NA,29.19627425,368.7,261.8953476,353.4690309,15.35884128,38.85291013,1.707686499,79.1,0.365801043,2.836309768,2.869344092
Ethiopia,24_ETH_OO,24,Africa,Ethiopia,421,1,NA,NA,10,1,6,1,1127529.104,MAINL,0,NA,60.77231435,343.7,227.2218045,795.2591898,8.626140571,39.6160194,9.77497923,92.2,5.177163054,4.268236107,4.453408143
Falkland_Is.,90_FAL_OO,90,Antarctic,Falkland_Is.,NA,NA,0,0,2,2,10,1,11751.53846,ISL,1,399693.2286,0.233456239,34266.97,57.06665758,545.5197655,-51.7398244,-59.37234604,NA,NA,NA,0,17.06309244
Fiji,60_FIJ_OO,60,Pacific,Fiji,328,32,1,3,12,13,11,4,19318.63091,ISL,1,2632720.861,39.0848706,3649.4,242.0837809,2539.996067,-17.46392685,160.7916367,NA,100,45.6541722,25.27995551,53.10001755
Finland,10_FIN_OO,10,Europe,Finland,125,NA,0,0,10,3,11,9,335928.4282,MAINL,1,NA,14.78816997,32991.91,12.94470225,560.9272389,64.49433632,26.2588367,99.3041474,100,45.15970335,37.81678672,91.50182467
Florida,78_FLA_OO,78,America_N,USA,1473,66,4,54,41,37,20,30,146585.0311,MAINL,1,NA,104.7418147,39587,213.1279684,1348.328847,28.65142195,-82.48405094,22.30130104,100,66.3082217,48.20477101,96.24755116
Foroyar,10_FOR_OO,10,Europe,Faroe_Islands_,28,NA,NA,NA,NA,2,4,1,1599.559836,ISL,1,595760.147,25.44930439,46412.5,58.44112434,1442.129906,62.050314,-6.863636018,NA,NA,NA,NA,32.0242915
Channel_Is.,12_FRA_CI,12,Europe,Jersey_and_Guernsey,834,NA,NA,NA,NA,2,4,NA,200.3072303,ISL,1,21930.48616,604.0677404,NA,116.2357955,844.8210227,49.31001616,-2.297805079,NA,NA,86,72,97
France,12_FRA_FR,12,Europe,France,716,7,9,3,30,14,20,18,539383.641,MAINL,1,NA,107.5028665,31299.3,104.5205467,817.0494708,46.63137208,2.451504245,67.2550244,100,74.68633522,74.4538736,88.28844916
Monaco,12_FRA_MO,12,Europe,Monaco,NA,NA,0,0,NA,0,5,NA,12.53238378,MAINL,1,NA,1199.022638,NA,128.0526316,834.3157895,43.75034615,7.412017151,NA,NA,NA,NA,NA
French_Guiana,82_FRG_OO,82,America_S,French_Guiana,162,12,1,2,1,0,8,3,83625.7059,MAINL,1,NA,1.834070465,19600,254.0411181,2696.908096,3.924382847,-53.24126852,22.32709293,91.7,7.667924413,2.959412191,7.356999358
Gabon,23_GAB_OO,23,Africa,Gabon,94,6,0,1,5,0,8,1,260692.2188,MAINL,1,NA,4.70818406,10120.32,245.0304674,1854.754006,-0.590675636,11.7971526,28.73403568,91.1,2.807281546,3.317334184,7.343682028
Galapagos,83_GAL_OO,83,America_S,Ecuador,263,42,0,4,1,4,10,12,7940.465089,ISL,1,927986.0279,2.110425849,15568,225.8273861,679.7857911,-0.562230836,-90.89331315,NA,100,NA,14.97901943,76.484372
"Gambia,_The",22_GAM_OO,22,Africa,"Gambia,_The",NA,NA,0,1,NA,1,6,1,10714.81971,MAINL,1,NA,118.7124175,1110.03,272.0851544,798.9089354,13.4529394,-15.38562696,5.104295971,67.6,0.993389844,3.094797418,10.09471965
